Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_full_date
inn13378,1,0,1,1,meal plan 1,0,room_type 1,4,corporate,1,0,2,66.0,0,not_canceled,2018-03-07
inn13379,2,0,1,3,meal plan 1,1,room_type 1,47,online,0,0,0,123.96,1,not_canceled,2018-04-28
inn13380,1,0,0,3,meal plan 1,0,room_type 1,162,offline,0,0,0,60.0,0,canceled,2017-09-17
inn13381,3,0,1,2,meal plan 1,0,room_type 4,78,online,0,0,0,151.2,2,not_canceled,2018-10-07
inn13382,1,0,0,1,meal plan 1,0,room_type 1,105,corporate,1,1,4,65.0,0,not_canceled,2018-09-28
inn13383,2,0,1,0,meal plan 1,0,room_type 1,49,online,0,0,0,109.8,0,not_canceled,2018-08-28
inn13384,1,0,0,2,meal plan 1,0,room_type 1,188,offline,0,0,0,130.0,0,canceled,2018-06-15
inn13385,1,0,0,1,meal plan 1,1,room_type 1,22,corporate,1,0,1,67.0,0,not_canceled,2018-10-13
inn13386,2,0,1,1,meal plan 1,0,room_type 1,157,offline,0,0,0,112.0,0,canceled,2018-07-16
inn13387,2,0,2,3,meal plan 1,0,room_type 1,48,online,0,0,0,94.5,2,not_canceled,2017-10-18
inn13388,2,1,2,1,meal plan 1,0,room_type 4,115,online,0,0,0,151.2,2,canceled,2018-10-09
inn13389,1,0,1,3,not selected,0,room_type 1,6,online,0,0,0,49.59,0,not_canceled,2018-11-28
inn13390,2,0,1,5,meal plan 1,0,room_type 1,51,online,0,0,0,88.4,0,canceled,2018-11-15
inn13391,2,0,0,2,meal plan 2,0,room_type 1,320,offline,0,0,0,115.0,1,canceled,2018-08-18
inn13392,2,0,1,0,meal plan 1,0,room_type 1,4,corporate,0,0,0,64.0,0,not_canceled,2018-01-25
inn13393,1,0,0,2,meal plan 1,0,room_type 1,64,corporate,0,0,0,130.0,0,not_canceled,2018-05-17
inn13394,1,0,0,2,meal plan 1,0,room_type 1,12,corporate,0,0,0,130.0,0,not_canceled,2017-10-20
inn13395,3,0,0,3,meal plan 1,0,room_type 4,98,offline,0,0,0,115.6,1,not_canceled,2018-04-12
inn13396,1,0,0,1,not selected,0,room_type 1,0,online,1,0,1,109.0,1,not_canceled,2018-06-07
inn13397,1,0,1,0,meal plan 1,0,room_type 1,17,online,0,0,0,85.0,0,canceled,2018-02-22
inn13398,2,0,1,4,meal plan 1,0,room_type 1,72,online,0,0,0,76.5,0,not_canceled,2017-07-08
inn13399,2,0,0,1,meal plan 1,0,room_type 1,180,offline,0,0,0,70.0,0,canceled,2017-10-16
inn13400,2,0,0,2,meal plan 1,0,room_type 1,22,offline,0,0,0,140.0,0,not_canceled,2018-05-20
inn13401,2,0,0,4,meal plan 1,0,room_type 1,21,online,0,0,0,133.5,0,canceled,2017-09-29
inn13402,1,0,0,1,meal plan 1,0,room_type 1,3,online,0,0,0,95.0,0,not_canceled,2018-03-03
inn13403,2,0,0,1,meal plan 1,0,room_type 1,105,offline,0,0,0,75.0,0,canceled,2018-04-06
inn13404,2,0,0,1,meal plan 1,0,room_type 4,150,online,0,0,0,109.8,1,not_canceled,2018-08-27
inn13405,3,0,1,5,meal plan 1,0,room_type 4,125,online,0,0,0,121.55,2,not_canceled,2018-06-27
inn13406,2,2,0,1,meal plan 1,0,room_type 4,0,complementary,0,0,0,42.0,0,not_canceled,2018-01-30
inn13407,2,0,0,3,meal plan 1,0,room_type 1,31,online,0,0,0,129.0,2,not_canceled,2018-10-27
inn13408,1,0,0,3,meal plan 1,0,room_type 1,104,online,0,0,0,110.1,1,not_canceled,2018-05-04
inn13409,2,0,1,1,meal plan 2,0,room_type 1,301,offline,0,0,0,115.0,1,canceled,2018-07-30
inn13410,1,0,1,1,meal plan 1,0,room_type 1,118,offline,0,0,0,110.0,0,not_canceled,2018-06-06
inn13411,2,0,0,1,not selected,0,room_type 1,3,online,0,0,0,95.0,1,canceled,2018-11-19
inn13412,2,0,0,3,not selected,0,room_type 1,5,online,0,0,0,139.0,1,not_canceled,2018-07-14
inn13413,2,0,2,2,meal plan 2,0,room_type 1,47,online,0,0,0,170.1,1,not_canceled,2018-08-14
inn13414,2,0,0,1,meal plan 1,0,room_type 1,14,offline,0,0,0,65.0,0,not_canceled,2018-04-29
inn13415,2,0,1,2,meal plan 1,0,room_type 1,48,online,0,0,0,73.51,0,not_canceled,2017-10-02
inn13416,1,0,0,1,meal plan 1,0,room_type 1,49,corporate,0,0,0,65.0,0,not_canceled,2017-09-22
inn13417,2,0,2,1,meal plan 2,0,room_type 1,111,online,0,0,0,148.5,2,not_canceled,2018-08-06
inn13418,1,0,1,0,not selected,0,room_type 1,0,online,0,0,0,89.0,0,not_canceled,2018-04-03
inn13419,2,0,1,1,meal plan 1,0,room_type 1,159,offline,0,0,0,70.0,1,not_canceled,2018-04-09
inn13420,1,0,1,3,meal plan 1,0,room_type 1,104,online,0,0,0,72.25,1,canceled,2018-04-18
inn13421,2,0,1,0,meal plan 1,0,room_type 4,0,online,0,0,0,83.16,1,not_canceled,2018-12-26
inn13422,2,0,2,1,not selected,0,room_type 1,89,online,0,0,0,79.5,0,not_canceled,2018-04-09
inn13423,2,0,2,1,meal plan 2,0,room_type 1,117,offline,0,0,0,94.5,0,canceled,2017-08-01
inn13424,2,0,1,1,meal plan 1,0,room_type 4,8,online,0,0,0,146.0,0,not_canceled,2018-06-04
inn13425,3,0,1,1,meal plan 1,0,room_type 4,51,online,0,0,0,142.2,0,canceled,2018-07-11
inn13426,2,0,0,1,meal plan 2,0,room_type 1,102,offline,0,0,0,109.0,0,not_canceled,2017-10-16
inn13427,2,0,2,2,meal plan 1,0,room_type 2,126,online,0,0,0,110.7,4,not_canceled,2018-10-09
inn13428,2,0,0,3,not selected,0,room_type 1,3,online,0,0,0,125.67,1,not_canceled,2018-08-24
inn13429,2,0,0,3,meal plan 1,0,room_type 1,105,offline,0,0,0,75.0,0,not_canceled,2018-10-12
inn13430,2,0,0,1,meal plan 1,0,room_type 1,156,online,0,0,0,105.3,1,canceled,2018-07-26
inn13431,1,0,0,2,meal plan 2,0,room_type 1,6,online,0,0,0,0.0,0,not_canceled,2017-12-10
inn13432,2,0,0,2,meal plan 1,0,room_type 1,211,offline,0,0,0,100.0,0,canceled,2018-05-20
inn13433,2,0,2,2,not selected,0,room_type 1,98,online,0,0,0,78.35,1,not_canceled,2018-08-14
inn13434,2,0,2,0,meal plan 1,0,room_type 1,36,online,0,0,0,90.09,1,not_canceled,2018-09-25
inn13435,2,0,1,2,meal plan 1,0,room_type 1,70,online,0,0,0,93.6,0,canceled,2018-11-04
inn13436,2,0,2,3,meal plan 1,0,room_type 1,1,online,0,0,0,70.82,0,not_canceled,2018-11-25
inn13437,2,0,2,5,meal plan 1,0,room_type 1,261,online,0,0,0,65.49,0,canceled,2018-07-27
inn13438,1,0,1,0,meal plan 1,0,room_type 1,5,complementary,1,0,1,0.0,1,not_canceled,2018-05-09
inn13439,2,0,1,3,not selected,0,room_type 1,110,online,0,0,0,101.58,0,not_canceled,2018-05-05
inn13440,2,0,1,2,meal plan 1,0,room_type 1,57,offline,0,0,0,90.67,1,not_canceled,2018-06-10
inn13441,2,0,0,2,meal plan 2,0,room_type 1,39,offline,0,0,0,101.5,0,not_canceled,2017-08-14
inn13442,2,0,1,2,meal plan 1,0,room_type 1,99,online,0,0,0,137.1,1,not_canceled,2018-09-05
inn13443,2,0,0,1,meal plan 1,0,room_type 4,27,online,0,0,0,107.03,1,not_canceled,2017-09-24
inn13444,1,0,1,0,meal plan 1,0,room_type 1,4,corporate,0,0,0,65.0,0,not_canceled,2017-10-12
inn13445,2,0,0,1,meal plan 1,0,room_type 1,23,online,0,0,0,105.0,0,not_canceled,2017-09-04
inn13446,2,0,0,2,not selected,0,room_type 1,23,online,0,0,0,96.0,2,not_canceled,2017-09-02
inn13447,2,0,0,4,meal plan 1,0,room_type 4,84,online,0,0,0,132.6,0,canceled,2018-05-24
inn13448,2,0,2,5,meal plan 1,0,room_type 5,57,online,0,0,0,89.78,0,not_canceled,2018-03-27
inn13449,2,0,2,3,meal plan 1,0,room_type 1,127,online,0,0,0,91.48,1,not_canceled,2018-10-02
inn13450,1,0,1,1,meal plan 1,0,room_type 1,33,online,0,0,0,85.5,1,not_canceled,2017-09-14
inn13451,2,0,1,1,meal plan 1,0,room_type 1,101,online,0,0,0,105.3,1,canceled,2018-07-25
inn13452,1,0,0,1,not selected,0,room_type 1,0,online,0,0,0,85.93,0,not_canceled,2018-05-10
inn13453,2,0,2,4,not selected,0,room_type 1,5,online,0,0,0,106.21,2,not_canceled,2018-11-10
inn13454,2,0,2,2,meal plan 1,0,room_type 1,60,online,0,0,0,88.4,3,not_canceled,2018-12-23
inn13455,2,0,0,1,not selected,0,room_type 1,142,online,0,0,0,94.5,2,not_canceled,2018-08-03
inn13456,2,0,0,2,meal plan 1,0,room_type 1,98,online,0,0,0,85.6,1,canceled,2018-04-08
inn13457,2,0,2,4,meal plan 1,0,room_type 4,43,online,0,0,0,145.2,1,not_canceled,2018-10-15
inn13458,2,0,2,4,meal plan 1,0,room_type 4,34,offline,0,0,0,70.83,0,canceled,2017-10-07
inn13459,2,0,2,2,meal plan 1,0,room_type 1,81,offline,0,0,0,59.5,0,not_canceled,2018-03-18
inn13460,2,0,0,5,meal plan 1,0,room_type 1,230,offline,0,0,0,137.0,1,canceled,2018-09-06
inn13461,2,0,2,2,meal plan 1,0,room_type 1,19,online,0,0,0,110.5,0,not_canceled,2018-12-31
inn13462,1,0,0,1,meal plan 1,0,room_type 4,6,corporate,1,0,2,94.0,0,not_canceled,2018-11-08
inn13463,1,0,0,1,meal plan 1,0,room_type 1,21,online,0,0,0,85.0,0,canceled,2018-02-11
inn13464,2,1,0,4,meal plan 1,1,room_type 1,45,online,0,0,0,161.1,1,not_canceled,2018-08-03
inn13465,2,0,0,1,meal plan 1,1,room_type 1,17,online,0,0,0,109.0,1,not_canceled,2018-03-16
inn13466,2,0,1,0,meal plan 1,0,room_type 1,258,offline,0,0,0,110.0,0,canceled,2018-10-16
inn13467,2,0,1,1,not selected,0,room_type 1,18,online,0,0,0,129.0,1,not_canceled,2018-12-31
inn13468,2,0,0,1,not selected,0,room_type 1,11,online,0,0,0,85.0,1,not_canceled,2017-11-17
inn13469,1,0,0,1,meal plan 1,0,room_type 1,12,corporate,1,0,1,65.0,1,not_canceled,2017-11-25
inn13470,1,0,1,1,meal plan 1,0,room_type 1,60,online,0,0,0,0.0,0,not_canceled,2017-09-21
inn13471,2,0,2,2,meal plan 1,0,room_type 1,122,online,0,0,0,95.2,0,canceled,2018-04-29
inn13472,2,0,0,2,meal plan 1,0,room_type 4,58,online,0,0,0,118.8,0,canceled,2018-04-22
inn13473,2,0,1,1,meal plan 1,0,room_type 1,3,online,0,0,0,103.0,0,not_canceled,2018-03-07
inn13474,2,0,1,3,meal plan 1,0,room_type 1,127,offline,0,0,0,90.0,0,not_canceled,2018-04-28
inn13475,2,0,0,2,meal plan 2,0,room_type 1,39,offline,0,0,0,109.0,0,not_canceled,2017-08-14
inn13476,2,0,1,2,meal plan 1,0,room_type 1,115,online,0,0,0,105.3,1,not_canceled,2018-05-16
inn13477,2,0,0,3,meal plan 1,0,room_type 1,37,offline,0,0,0,105.0,0,not_canceled,2018-10-13
inn13478,2,0,0,2,not selected,0,room_type 1,1,online,0,0,0,95.0,1,not_canceled,2017-11-05
inn13479,2,0,0,2,meal plan 1,0,room_type 1,17,offline,0,0,0,48.0,0,not_canceled,2017-10-16
inn13480,1,0,0,1,meal plan 1,0,room_type 1,3,corporate,0,0,0,75.0,0,not_canceled,2018-03-11
inn13481,2,0,1,2,meal plan 1,0,room_type 4,18,online,0,0,0,148.0,2,not_canceled,2018-12-30
inn13482,2,0,1,3,meal plan 1,0,room_type 4,6,online,0,0,0,103.84,1,not_canceled,2017-09-14
inn13483,2,0,0,2,meal plan 2,0,room_type 1,320,offline,0,0,0,115.0,1,canceled,2018-08-18
inn13484,1,1,2,3,meal plan 1,0,room_type 1,136,online,0,0,0,86.36,1,not_canceled,2018-08-11
inn13485,2,0,1,1,meal plan 1,0,room_type 1,26,online,0,0,0,104.0,1,canceled,2018-11-19
inn13486,3,0,0,1,meal plan 1,0,room_type 1,3,offline,0,0,0,104.0,0,not_canceled,2017-07-11
inn13487,2,0,1,4,meal plan 1,0,room_type 1,98,online,0,0,0,90.0,1,not_canceled,2018-11-02
inn13489,2,0,0,3,meal plan 1,0,room_type 4,2,online,0,0,0,176.0,1,not_canceled,2018-05-26
inn13490,2,0,0,2,meal plan 1,0,room_type 1,31,offline,0,0,0,100.0,0,not_canceled,2018-06-02
inn13491,1,0,0,1,meal plan 1,0,room_type 1,14,offline,0,0,0,100.0,0,not_canceled,2017-10-15
inn13492,2,0,0,2,not selected,0,room_type 1,53,online,0,0,0,88.0,1,not_canceled,2018-11-04
inn13493,2,0,1,4,not selected,0,room_type 1,67,online,0,0,0,80.75,0,canceled,2018-04-04
inn13494,1,0,0,1,meal plan 1,0,room_type 1,22,online,0,0,0,95.0,0,canceled,2018-04-19
inn13495,2,0,0,1,not selected,0,room_type 1,14,online,0,0,0,109.0,1,canceled,2018-08-17
inn13496,1,0,0,1,meal plan 1,0,room_type 1,47,online,0,0,0,81.0,2,not_canceled,2017-12-24
inn13497,2,0,1,1,meal plan 1,0,room_type 1,9,online,0,0,0,91.6,0,not_canceled,2017-09-07
inn13498,3,0,2,2,meal plan 1,0,room_type 1,17,online,0,0,0,127.0,0,canceled,2018-02-12
inn13499,1,0,0,1,meal plan 1,0,room_type 1,1,corporate,1,0,5,66.0,0,not_canceled,2018-01-12
inn13500,2,0,0,3,not selected,0,room_type 1,45,online,0,0,0,108.0,1,not_canceled,2018-10-11
inn13501,2,0,0,3,not selected,0,room_type 1,30,online,0,0,0,69.9,0,canceled,2018-02-25
inn13502,1,0,0,3,meal plan 1,0,room_type 1,37,offline,0,0,0,95.0,0,not_canceled,2018-10-13
inn13503,2,0,2,0,meal plan 1,1,room_type 1,2,online,0,0,0,99.0,2,not_canceled,2017-08-09
inn13504,2,0,1,3,not selected,0,room_type 1,24,online,0,0,0,74.8,1,not_canceled,2018-11-17
inn13505,1,0,2,3,meal plan 1,0,room_type 1,24,corporate,0,0,0,95.0,1,not_canceled,2018-05-08
inn13506,1,0,0,2,meal plan 2,0,room_type 1,39,offline,0,0,0,87.0,0,not_canceled,2017-08-14
inn13507,2,1,0,4,meal plan 1,0,room_type 1,2,online,0,0,0,117.75,2,not_canceled,2018-02-10
inn13508,2,1,0,2,meal plan 2,1,room_type 1,41,online,0,0,0,161.1,2,not_canceled,2018-07-19
inn13509,2,0,0,2,meal plan 1,0,room_type 1,112,offline,0,0,0,100.0,0,not_canceled,2018-06-02
inn13510,2,1,2,1,meal plan 1,0,room_type 1,10,online,0,0,0,162.33,3,not_canceled,2018-09-18
inn13511,2,0,0,3,meal plan 1,0,room_type 1,53,online,0,0,0,109.8,0,canceled,2018-08-30
inn13512,2,2,1,2,meal plan 1,0,room_type 6,168,online,0,0,0,168.3,0,canceled,2018-07-04
inn13513,2,0,2,3,meal plan 1,0,room_type 1,11,online,0,0,0,111.35,1,not_canceled,2018-05-29
inn13514,1,0,2,0,meal plan 1,0,room_type 4,30,online,0,0,0,78.6,1,not_canceled,2018-01-31
inn13515,2,0,0,2,not selected,0,room_type 1,3,online,0,0,0,89.0,0,not_canceled,2017-08-11
inn13516,2,0,0,1,not selected,0,room_type 1,1,online,0,0,0,108.0,0,not_canceled,2018-07-20
inn13517,3,0,0,3,meal plan 1,0,room_type 4,99,online,0,0,0,151.2,0,canceled,2018-10-19
inn13518,1,0,0,1,meal plan 1,0,room_type 1,0,online,0,0,0,73.9,0,not_canceled,2018-01-06
inn13519,2,0,0,2,meal plan 1,0,room_type 1,211,offline,0,0,0,100.0,0,canceled,2018-05-20
inn13520,1,0,0,3,meal plan 1,0,room_type 4,14,online,0,0,0,77.6,0,not_canceled,2018-01-19
inn13521,2,0,0,3,meal plan 1,1,room_type 2,3,online,0,0,0,105.5,1,not_canceled,2017-11-05
inn13522,2,0,2,5,meal plan 1,0,room_type 1,138,online,0,0,0,105.28,1,not_canceled,2018-05-14
inn13523,2,0,2,2,meal plan 1,0,room_type 1,77,online,0,0,0,89.25,0,not_canceled,2017-09-18
inn13524,1,0,1,2,meal plan 1,0,room_type 1,188,online,0,0,0,90.9,1,not_canceled,2018-07-25
inn13525,2,0,2,2,meal plan 1,0,room_type 1,174,online,0,0,0,119.85,1,canceled,2018-09-02
inn13526,2,0,0,2,meal plan 1,0,room_type 4,18,offline,0,0,0,97.0,1,not_canceled,2018-08-31
inn13527,2,1,1,0,meal plan 1,0,room_type 1,162,online,0,0,0,121.5,2,canceled,2018-07-25
inn13528,2,0,1,2,meal plan 1,0,room_type 1,66,offline,0,0,0,75.0,0,not_canceled,2017-10-09
inn13529,1,0,0,1,not selected,1,room_type 1,0,online,0,0,0,146.0,0,not_canceled,2018-06-28
inn13530,2,0,0,2,meal plan 1,0,room_type 1,16,online,0,0,0,105.0,2,not_canceled,2017-09-09
inn13531,2,0,1,2,meal plan 1,0,room_type 1,43,online,0,0,0,60.29,0,canceled,2018-01-15
inn13532,2,0,1,3,meal plan 1,0,room_type 1,196,offline,0,0,0,80.75,1,not_canceled,2018-05-12
inn13533,2,0,0,1,meal plan 1,0,room_type 1,180,offline,0,0,0,70.0,0,canceled,2017-10-16
inn13534,3,0,1,2,meal plan 1,0,room_type 4,6,online,0,0,0,157.0,0,not_canceled,2018-04-15
inn13535,2,1,2,2,meal plan 1,0,room_type 1,4,offline,0,0,0,81.6,2,not_canceled,2017-12-05
inn13536,1,0,0,2,meal plan 1,0,room_type 1,6,corporate,0,0,0,79.5,1,not_canceled,2018-03-02
inn13537,2,0,0,2,meal plan 1,0,room_type 1,20,online,0,0,0,67.22,2,not_canceled,2018-02-24
inn13538,1,0,0,1,meal plan 1,0,room_type 1,22,corporate,0,0,0,71.0,0,not_canceled,2017-11-17
inn13539,2,0,2,0,not selected,0,room_type 1,7,online,0,0,0,79.0,2,not_canceled,2018-02-21
inn13540,2,0,0,4,meal plan 1,0,room_type 1,15,online,0,0,0,105.0,1,not_canceled,2017-09-08
inn13541,1,0,2,0,meal plan 1,0,room_type 1,2,corporate,0,0,0,65.0,0,canceled,2017-09-27
inn13542,2,0,0,2,meal plan 1,0,room_type 1,29,corporate,0,0,0,85.0,1,not_canceled,2018-12-02
inn13543,1,0,0,1,meal plan 1,0,room_type 1,8,corporate,1,0,4,89.0,1,not_canceled,2018-10-20
inn13544,2,0,1,1,meal plan 1,0,room_type 1,3,corporate,0,0,0,100.0,0,not_canceled,2018-08-22
inn13545,2,0,0,3,meal plan 1,0,room_type 4,92,online,0,0,0,140.4,0,canceled,2018-06-01
inn13546,1,0,2,3,meal plan 1,0,room_type 1,63,online,0,0,0,73.3,0,not_canceled,2018-04-22
inn13547,2,0,0,3,meal plan 2,0,room_type 1,150,offline,0,0,0,45.0,1,not_canceled,2018-06-16
inn13548,1,0,0,3,meal plan 1,0,room_type 1,98,offline,0,0,0,52.7,0,not_canceled,2017-12-29
inn13549,2,0,2,5,meal plan 1,0,room_type 1,41,offline,0,0,0,66.29,0,not_canceled,2018-02-28
inn13550,2,0,0,3,meal plan 1,0,room_type 1,71,offline,0,0,0,90.0,0,not_canceled,2018-05-10
inn13551,2,0,0,2,not selected,0,room_type 1,32,offline,0,0,0,63.0,0,not_canceled,2018-11-11
inn13552,1,0,1,0,meal plan 1,0,room_type 1,0,offline,0,0,0,75.0,0,not_canceled,2018-03-20
inn13553,2,0,0,2,meal plan 1,0,room_type 4,74,online,0,0,0,132.3,0,canceled,2018-10-21
inn13554,2,0,1,4,not selected,0,room_type 1,41,online,0,0,0,116.1,1,canceled,2018-05-09
inn13555,2,1,1,1,meal plan 1,1,room_type 4,64,online,0,0,0,161.1,0,not_canceled,2018-08-08
inn13556,2,0,2,3,not selected,0,room_type 1,59,online,0,0,0,116.1,1,canceled,2018-05-21
inn13557,2,0,2,2,meal plan 1,0,room_type 1,81,offline,0,0,0,69.5,0,not_canceled,2018-03-25
inn13558,1,0,2,0,meal plan 1,0,room_type 1,2,corporate,1,3,39,65.0,0,not_canceled,2018-07-24
inn13559,2,0,2,1,meal plan 1,0,room_type 1,92,offline,0,0,0,100.0,0,canceled,2018-03-26
inn13560,2,0,1,3,meal plan 1,0,room_type 4,49,offline,0,0,0,60.0,0,not_canceled,2017-11-09
inn13561,2,0,0,4,meal plan 1,0,room_type 1,101,online,0,0,0,87.67,3,not_canceled,2018-06-08
inn13562,2,0,0,2,meal plan 1,0,room_type 4,56,online,0,0,0,140.4,1,not_canceled,2018-05-13
inn13563,2,0,0,1,not selected,0,room_type 1,0,online,0,0,0,107.0,0,not_canceled,2018-06-30
inn13564,2,0,1,2,meal plan 1,0,room_type 1,19,online,0,0,0,130.0,0,not_canceled,2018-05-02
inn13565,2,0,1,2,meal plan 1,0,room_type 1,78,offline,0,0,0,100.0,0,canceled,2018-03-25
inn13566,2,1,2,3,meal plan 1,0,room_type 1,153,online,0,0,0,114.75,1,canceled,2018-08-20
inn13567,2,0,2,2,meal plan 1,0,room_type 1,188,offline,0,0,0,72.76,2,not_canceled,2018-07-22
inn13568,2,0,0,3,not selected,0,room_type 1,1,online,0,0,0,97.0,1,not_canceled,2018-03-16
inn13569,2,0,0,1,meal plan 1,0,room_type 1,17,online,0,0,0,76.81,1,canceled,2017-09-11
inn13570,2,0,1,2,meal plan 1,0,room_type 1,304,online,0,0,0,74.15,0,canceled,2018-10-21
inn13571,2,0,0,2,meal plan 1,0,room_type 6,47,online,0,0,0,156.6,2,not_canceled,2018-11-25
inn13572,2,0,0,4,not selected,0,room_type 1,236,online,0,0,0,84.43,1,canceled,2018-09-27
inn13573,1,0,0,3,not selected,0,room_type 1,29,online,0,0,0,102.0,1,not_canceled,2018-04-14
inn13574,1,0,1,0,not selected,1,room_type 1,7,online,0,0,0,89.0,0,not_canceled,2018-04-11
inn13575,1,0,2,4,meal plan 1,0,room_type 1,145,online,0,0,0,69.56,0,not_canceled,2018-04-29
inn13576,2,0,2,3,meal plan 1,0,room_type 4,69,online,0,0,0,82.45,0,not_canceled,2018-03-13
inn13577,1,0,0,1,meal plan 1,0,room_type 5,4,corporate,1,0,25,106.0,0,not_canceled,2018-07-08
inn13578,1,0,0,1,meal plan 1,0,room_type 1,8,online,0,0,0,75.2,0,not_canceled,2018-11-23
inn13579,2,0,1,2,meal plan 1,0,room_type 1,49,online,0,0,0,117.9,3,not_canceled,2018-07-01
inn13580,2,0,0,2,meal plan 1,0,room_type 1,59,offline,0,0,0,85.0,0,not_canceled,2017-10-29
inn13581,3,0,1,2,meal plan 1,0,room_type 4,8,online,0,0,0,130.0,1,not_canceled,2018-02-26
inn13582,2,0,2,1,meal plan 1,0,room_type 4,178,online,0,0,0,109.8,1,canceled,2018-07-23
inn13583,1,0,1,1,meal plan 2,0,room_type 1,247,offline,0,0,0,90.0,0,not_canceled,2018-06-06
inn13584,2,0,2,0,meal plan 2,0,room_type 1,386,offline,0,0,0,115.0,1,canceled,2018-10-23
inn13585,1,0,0,2,meal plan 1,0,room_type 1,172,offline,0,0,0,95.0,0,canceled,2018-06-24
inn13586,2,0,1,4,not selected,0,room_type 1,71,online,0,0,0,74.8,1,not_canceled,2018-12-07
inn13587,2,0,2,1,meal plan 2,0,room_type 1,145,offline,0,0,0,94.5,0,not_canceled,2017-08-29
inn13588,3,0,2,5,meal plan 2,0,room_type 4,96,online,0,0,0,191.57,2,not_canceled,2018-07-16
inn13589,2,0,2,1,meal plan 2,0,room_type 1,117,offline,0,0,0,94.5,0,not_canceled,2017-08-01
inn13590,2,0,2,5,meal plan 1,0,room_type 1,246,online,0,0,0,58.36,1,not_canceled,2018-12-27
inn13591,2,0,0,2,not selected,0,room_type 1,17,online,0,0,0,97.0,1,canceled,2018-03-11
inn13592,2,2,0,1,meal plan 1,0,room_type 6,3,online,0,0,0,160.8,0,not_canceled,2018-06-11
inn13593,2,0,1,2,not selected,0,room_type 1,141,online,0,0,0,85.5,2,not_canceled,2018-08-29
inn13594,2,0,0,2,not selected,0,room_type 1,98,online,0,0,0,79.2,1,not_canceled,2018-12-02
inn13595,3,0,0,2,not selected,1,room_type 1,18,online,0,0,0,75.0,1,not_canceled,2018-01-21
inn13596,2,0,2,1,meal plan 1,0,room_type 1,63,online,0,0,0,80.3,0,not_canceled,2018-03-05
inn13597,2,0,2,5,meal plan 1,0,room_type 1,226,online,0,0,0,119.85,1,canceled,2018-09-21
inn13598,2,0,0,3,meal plan 1,0,room_type 1,213,offline,0,0,0,130.0,0,canceled,2018-06-07
inn13599,0,2,2,4,meal plan 1,0,room_type 2,23,online,0,0,0,128.49,0,canceled,2018-05-21
inn13600,2,0,0,2,meal plan 1,0,room_type 4,70,online,0,0,0,149.4,0,canceled,2018-09-15
inn13601,1,1,2,3,meal plan 1,0,room_type 1,163,online,0,0,0,74.65,2,not_canceled,2018-10-23
inn13602,2,0,0,1,not selected,0,room_type 1,51,online,0,0,0,94.5,0,not_canceled,2018-07-15
inn13603,2,0,2,1,meal plan 1,0,room_type 1,195,online,0,0,0,94.5,1,not_canceled,2018-08-13
inn13604,2,0,0,1,meal plan 1,0,room_type 4,0,online,0,0,0,145.0,1,not_canceled,2018-08-04
inn13605,2,0,1,2,meal plan 1,0,room_type 1,127,online,0,0,0,105.3,1,not_canceled,2018-05-09
inn13606,2,0,2,2,not selected,0,room_type 1,40,online,0,0,0,57.6,1,not_canceled,2018-11-20
inn13607,2,0,2,4,not selected,0,room_type 1,11,online,0,0,0,96.41,1,not_canceled,2018-11-03
inn13608,2,0,0,2,meal plan 1,0,room_type 1,280,online,0,0,0,73.46,0,canceled,2018-08-04
inn13609,2,0,2,0,not selected,0,room_type 1,101,online,0,0,0,103.5,1,not_canceled,2018-05-01
inn13610,2,0,0,2,meal plan 2,0,room_type 1,346,offline,0,0,0,115.0,1,canceled,2018-09-13
inn13611,2,0,2,4,meal plan 1,0,room_type 4,58,offline,0,0,0,78.53,1,not_canceled,2017-12-27
inn13612,2,0,2,2,meal plan 1,0,room_type 1,82,online,0,0,0,117.9,1,not_canceled,2018-08-05
inn13613,3,0,1,2,not selected,0,room_type 1,84,online,0,0,0,114.34,2,not_canceled,2018-05-13
inn13614,1,0,1,3,meal plan 1,0,room_type 1,13,corporate,0,0,0,109.0,0,not_canceled,2017-10-19
inn13615,2,0,1,1,meal plan 1,0,room_type 1,128,online,0,0,0,90.0,1,canceled,2018-11-26
inn13616,1,0,0,1,meal plan 1,0,room_type 4,2,aviation,0,0,0,110.0,0,not_canceled,2018-05-19
inn13617,2,0,0,1,not selected,0,room_type 1,40,online,0,0,0,89.4,0,canceled,2018-05-21
inn13618,2,0,2,2,meal plan 1,1,room_type 1,190,online,0,0,0,99.95,1,not_canceled,2018-07-24
inn13619,2,0,1,2,meal plan 1,0,room_type 1,256,offline,0,0,0,76.67,0,not_canceled,2017-09-14
inn13620,2,0,1,2,meal plan 1,0,room_type 1,85,online,0,0,0,89.25,2,not_canceled,2017-10-23
inn13621,2,0,1,2,not selected,0,room_type 1,0,online,0,0,0,89.0,0,not_canceled,2018-04-15
inn13622,2,0,1,2,not selected,0,room_type 1,113,online,0,0,0,116.1,1,not_canceled,2018-06-13
inn13623,1,0,0,2,meal plan 2,0,room_type 1,56,offline,0,0,0,58.0,0,not_canceled,2017-09-17
